Conversion table of Accession No/ FLJ ID/ Clone ID/ Sequence ID/ Another Sequence ID
(Data by Extracting System of Accurate ORFs)

Accesion No	FLJ ID	Clone ID	Sequence ID	Another Sequence ID
AK124363	FLJ42372	UTERU2031084	C-UTERU2031084	
AK124364	FLJ42373	UTERU2031295	C-UTERU2031295	
AK124365	FLJ42374	UTERU2032220	C-UTERU2032220	
AK124366	FLJ42375	UTERU2034695	C-UTERU2034695	
AK124367	FLJ42376	UTERU2035323	C-UTERU2035323	
AK124368	FLJ42377	UTERU2035469	C-UTERU2035469	
AK124369	FLJ42378	UTERU2035503	C-UTERU2035503	
AK131366	FLJ16408	UTERU2035978	C-UTERU2035978	
AK124370	FLJ42379	UTERU2036089	C-UTERU2036089	
AK124371	FLJ42380	UTERU2036347	C-UTERU2036347	
AK124372	FLJ42381	UTERU2036512	C-UTERU2036512	
AK124373	FLJ42382	UTERU2036530	C-UTERU2036530	
AK124374	FLJ42383	UTERU2036623	C-UTERU2036623	
AK124375	FLJ42384	UTERU2037361	C-UTERU2037361	
AK124376	FLJ42385	UTERU2037577	C-UTERU2037577	
AK124377	FLJ42386	UTERU2037674	C-UTERU2037674	
AK124378	FLJ42387	UTERU2037791	C-UTERU2037791	
AK124379	FLJ42388	UTERU2037843	C-UTERU2037843	
AK124380	FLJ42389	UTERU2038171	C-UTERU2038171	
AK124381	FLJ42390	UTERU2038251	C-UTERU2038251	
AK122813	FLJ16409	BLADE2002972	C-BLADE2002972	
AK131367	FLJ16410	BRACE2003609	C-BRACE2003609	
AK122814	FLJ16411	BRACE2016362	C-BRACE2016362	
AK122815	FLJ16412	BRACE2029356	C-BRACE2029356	
AK122816	FLJ16413	BRACE2031553	C-BRACE2031553	
AK122817	FLJ16414	BRACE2037294	C-BRACE2037294	
AK131368	FLJ16415	BRACE3001058	C-BRACE3001058	
AK122818	FLJ16416	BRACE3001066	C-BRACE3001066	
AK131369	FLJ16417	BRACE3001113	C-BRACE3001113	
AK122819	FLJ16418	BRACE3001948	C-BRACE3001948	
AK131370	FLJ16419	BRACE3003026	C-BRACE3003026	
AK131371	FLJ16420	BRACE3003053	C-BRACE3003053	
AK131372	FLJ16421	BRACE3003920	C-BRACE3003920	
AK122820	FLJ16422	BRACE3004862	C-BRACE3004862	
AK131373	FLJ16423	BRACE3005107	C-BRACE3005107	
AK122821	FLJ16424	BRACE3005127	C-BRACE3005127	
AK122822	FLJ16425	BRACE3006917	C-BRACE3006917	
AK122823	FLJ16426	BRACE3007084	C-BRACE3007084	
AK122824	FLJ16427	BRACE3007085	C-BRACE3007085	
AK122825	FLJ16428	BRACE3008066	C-BRACE3008066	
AK122826	FLJ16429	BRACE3008238	C-BRACE3008238	
AK122827	FLJ16430	BRACE3009044	C-BRACE3009044	
AK131374	FLJ16431	BRACE3009127	C-BRACE3009127	
AK131375	FLJ16432	BRACE3010076	C-BRACE3010076	
AK122828	FLJ16433	BRACE3013936	C-BRACE3013936	
AK131376	FLJ16434	BRACE3015829	C-BRACE3015829	
AK122829	FLJ16435	BRACE3020671	C-BRACE3020671	
AK131377	FLJ16436	BRACE3021148	C-BRACE3021148	
AK131378	FLJ16437	BRAMY2019111	C-BRAMY2019111	
AK122830	FLJ16438	BRAMY2019643	C-BRAMY2019643	
AK122831	FLJ16439	BRAMY2046109	C-BRAMY2046109	
AK122832	FLJ16440	BRAMY3003026	C-BRAMY3003026	
AK122833	FLJ16441	BRAMY3003205	C-BRAMY3003205	
AK122834	FLJ16442	BRAMY3003935	C-BRAMY3003935	
AK131379	FLJ16443	BRAMY3004800	C-BRAMY3004800	
AK122835	FLJ16444	BRAMY3008335	C-BRAMY3008335	
AK122836	FLJ16445	BRAMY3008937	C-BRAMY3008937	
AK122837	FLJ16446	BRAMY3010008	C-BRAMY3010008	
AK122838	FLJ16447	BRAMY3010264	C-BRAMY3010264	
AK122839	FLJ16448	BRAMY4000089	C-BRAMY4000089	
AK131380	FLJ16449	BRAWH2006395	C-BRAWH2006395	
AK131381	FLJ16450	BRAWH2010552	C-BRAWH2010552	
AK122840	FLJ16451	BRAWH3001918	C-BRAWH3001918	
AK122841	FLJ16452	BRAWH3002467	C-BRAWH3002467	
AK122842	FLJ16453	BRAWH3003019	C-BRAWH3003019	
AK122843	FLJ16454	BRAWH3005292	C-BRAWH3005292	
AK131382	FLJ16455	BRAWH3007441	C-BRAWH3007441	
AK122844	FLJ16456	BRAWH3009013	C-BRAWH3009013	
AK131383	FLJ16457	BRAWH3009017	C-BRAWH3009017	
AK122845	FLJ16458	BRAWH3009546	C-BRAWH3009546	
AK131384	FLJ16459	BRCAN2002473	C-BRCAN2002473	
AK131385	FLJ16460	BRCAN2018240	C-BRCAN2018240	
AK131386	FLJ16461	BRHIP2005271	C-BRHIP2005271	
AK122846	FLJ16462	BRHIP2005583	C-BRHIP2005583	
AK122847	FLJ16463	BRHIP2011616	C-BRHIP2011616	
AK131387	FLJ16464	BRHIP2012360	C-BRHIP2012360	
AK131388	FLJ16465	BRHIP2017553	C-BRHIP2017553	
AK122848	FLJ16466	BRHIP2018635	C-BRHIP2018635	
AK131389	FLJ16467	BRHIP2026877	C-BRHIP2026877	
AK131390	FLJ16468	BRHIP3008314	C-BRHIP3008314	
AK122849	FLJ16469	BRHIP3009140	C-BRHIP3009140	
AK122850	FLJ16470	BRHIP3009181	C-BRHIP3009181	
AK122851	FLJ16471	BRHIP3013271	C-BRHIP3013271	
AK122852	FLJ16472	BRHIP3017637	C-BRHIP3017637	
AK131391	FLJ16473	BRHIP3026052	C-BRHIP3026052	
AK122853	FLJ16474	BRSSN2012254	C-BRSSN2012254	
AK122854	FLJ16475	BRSSN2013753	C-BRSSN2013753	
AK122855	FLJ16476	BRSSN2017530	C-BRSSN2017530	
AK122856	FLJ16477	BRSTN2013171	C-BRSTN2013171	
AK131392	FLJ16478	BRSTN2013354	C-BRSTN2013354	
AK122857	FLJ16479	BRTHA2014381	C-BRTHA2014381	
AK131393	FLJ16480	BRTHA2016318	C-BRTHA2016318	
AK122858	FLJ16481	BRTHA2016918	C-BRTHA2016918	
AK131394	FLJ16482	BRTHA2017972	C-BRTHA2017972	
AK122859	FLJ16483	BRTHA3002265	C-BRTHA3002265	
AK131395	FLJ16484	BRTHA3003000	C-BRTHA3003000	
AK122860	FLJ16485	BRTHA3004307	C-BRTHA3004307	
AK122861	FLJ16486	BRTHA3007532	C-BRTHA3007532	
AK122862	FLJ16487	BRTHA3007685	C-BRTHA3007685	
AK131396	FLJ16488	BRTHA3008826	C-BRTHA3008826	
AK131397	FLJ16489	CERVX2002013	C-CERVX2002013	
AK131398	FLJ16490	CTONG2020411	C-CTONG2020411	
AK122863	FLJ16491	CTONG2028309	C-CTONG2028309	
AK131399	FLJ16492	CTONG2028758	C-CTONG2028758	
AK131400	FLJ16493	CTONG3004550	C-CTONG3004550	
AK122864	FLJ16494	CTONG3004576	C-CTONG3004576	
AK131401	FLJ16495	CTONG3004726	C-CTONG3004726	
AK122865	FLJ16496	CTONG3006186	C-CTONG3006186	
AK122866	FLJ16497	CTONG3006659	C-CTONG3006659	
AK122867	FLJ16498	FCBBF3001818	C-FCBBF3001818	
AK122868	FLJ16499	FCBBF3025650	C-FCBBF3025650	
AK131402	FLJ16500	FCBBF3027854	C-FCBBF3027854	
AK131403	FLJ16501	FEBRA2006519	C-FEBRA2006519	
AK122869	FLJ16502	FEBRA2006664	C-FEBRA2006664	
AK122870	FLJ16503	FEBRA2008681	C-FEBRA2008681	
AK131404	FLJ16504	FEBRA2014122	C-FEBRA2014122	
AK122871	FLJ16505	FEBRA2015076	C-FEBRA2015076	
AK122872	FLJ16506	FEBRA2019519	C-FEBRA2019519	
AK122873	FLJ16507	HCHON2000364	C-HCHON2000364	
AK122874	FLJ16508	HCHON2000473	C-HCHON2000473	
AK131405	FLJ16509	HCHON2004858	C-HCHON2004858	
AK122875	FLJ16510	HEART1000132	C-HEART1000132	
AK131406	FLJ16511	HEART2009680	C-HEART2009680	
AK131045	FLJ29011	DMC03382	C-DMC03382	
AK131046	FLJ29012	DMC08206	C-DMC08206	
AK131047	FLJ29013	DMC08815	C-DMC08815	
AK131048	FLJ29014	LNF06154	C-LNF06154	
AK131049	FLJ29015	MPE08581	C-MPE08581	
AK131050	FLJ29016	MPG02306	C-MPG02306	
AK131051	FLJ29017	MPG02365	C-MPG02365	
AK131052	FLJ29018	MPG07859	C-MPG07859	
AK131053	FLJ29019	MPG08836	C-MPG08836	
AK131054	FLJ29020	PNC01560	C-PNC01560	
AK131055	FLJ29021	PNC06750	C-PNC06750	
AK131056	FLJ29022	PNC09619	C-PNC09619	
AK131057	FLJ29023	PRS00543	C-PRS00543	
AK131058	FLJ29024	PRS01381	C-PRS01381	
AK131059	FLJ29025	PRS03236	C-PRS03236	
AK131060	FLJ29026	PRS04322	C-PRS04322	
AK131061	FLJ29027	PRS09188	C-PRS09188	
AK131062	FLJ29028	RCT00196	C-RCT00196	
AK131063	FLJ29029	RCT05786	C-RCT05786	
AK131064	FLJ29030	SPL02144	C-SPL02144	
AK131065	FLJ29031	TMS03168	C-TMS03168	
AK131066	FLJ29032	TST04007	C-TST04007	
AK122876	FLJ16512	LIVER2000237	C-LIVER2000237	
AK131407	FLJ16513	MESAN2001770	C-MESAN2001770	
AK131408	FLJ16514	MESAN2014412	C-MESAN2014412	
AK131409	FLJ16515	MESAN2015501	C-MESAN2015501	
AK131410	FLJ16516	NT2RI2018448	C-NT2RI2018448	
AK131411	FLJ16517	NT2RI3007167	C-NT2RI3007167	
AK131412	FLJ16518	NT2RI3007443	C-NT2RI3007443	
AK122877	FLJ16519	NT2RI3007684	C-NT2RI3007684	
AK122878	FLJ16520	NT2RI3007878	C-NT2RI3007878	
AK122879	FLJ16521	NT2RI3008442	C-NT2RI3008442	
AK122880	FLJ16522	NT2RP7004481	C-NT2RP7004481	
AK131413	FLJ16523	NT2RP8000521	C-NT2RP8000521	
AK131414	FLJ16524	OCBBF2003327	C-OCBBF2003327	
AK131415	FLJ16525	OCBBF2005433	C-OCBBF2005433	
AK131416	FLJ16526	OCBBF2006987	C-OCBBF2006987	
AK131417	FLJ16527	OCBBF2009583	C-OCBBF2009583	
AK122881	FLJ16528	OCBBF2010841	C-OCBBF2010841	
AK131418	FLJ16529	OCBBF2011669	C-OCBBF2011669	
AK122882	FLJ16530	OCBBF2021788	C-OCBBF2021788	
AK122883	FLJ16531	OCBBF2026144	C-OCBBF2026144	
AK122884	FLJ16532	OCBBF2027481	C-OCBBF2027481	
AK122885	FLJ16533	OCBBF2028421	C-OCBBF2028421	
AK122886	FLJ16534	OCBBF2029471	C-OCBBF2029471	
AK131419	FLJ16535	OCBBF2030116	C-OCBBF2030116	
AK122887	FLJ16536	OCBBF2032152	C-OCBBF2032152	
AK131420	FLJ16537	OCBBF2032274	C-OCBBF2032274	
AK122888	FLJ16538	OCBBF2033295	C-OCBBF2033295	
AK122889	FLJ16539	OCBBF2034529	C-OCBBF2034529	
AK131421	FLJ16540	OCBBF2034637	C-OCBBF2034637	
AK122890	FLJ16541	OCBBF2034823	C-OCBBF2034823	
AK131422	FLJ16542	OCBBF3000167	C-OCBBF3000167	
AK131423	FLJ16543	OCBBF3002654	C-OCBBF3002654	
AK131424	FLJ16544	OCBBF3003761	C-OCBBF3003761	
AK131425	FLJ16545	OCBBF3004972	C-OCBBF3004972	
AK122891	FLJ16546	PERIC2006443	C-PERIC2006443	
AK122892	FLJ16547	PERIC2009001	C-PERIC2009001	
AK122893	FLJ16548	PLACE7000410	C-PLACE7000410	
AK122894	FLJ16549	PLACE7003657	C-PLACE7003657	
AK131426	FLJ16550	PROST2009320	C-PROST2009320	
AK122895	FLJ16551	PROST2018788	C-PROST2018788	
AK131427	FLJ16552	SKMUS2003194	C-SKMUS2003194	
AK131428	FLJ16553	SPLEN2004611	C-SPLEN2004611	
AK131429	FLJ16554	SPLEN2016135	C-SPLEN2016135	
AK131430	FLJ16555	SPLEN2016781	C-SPLEN2016781	
AK131431	FLJ16556	SPLEN2039379	C-SPLEN2039379	
AK131432	FLJ16557	SYNOV2021953	C-SYNOV2021953	
AK122896	FLJ16558	SYNOV4001153	C-SYNOV4001153	
AK131433	FLJ16559	SYNOV4002744	C-SYNOV4002744	
AK122897	FLJ16560	SYNOV4003681	C-SYNOV4003681	
AK131434	FLJ16561	SYNOV4003981	C-SYNOV4003981	
AK122898	FLJ16562	SYNOV4005256	C-SYNOV4005256	
AK131435	FLJ16563	SYNOV4005739	C-SYNOV4005739	
AK131436	FLJ16564	SYNOV4005889	C-SYNOV4005889	
AK122899	FLJ16565	SYNOV4007711	C-SYNOV4007711	
AK122900	FLJ16566	SYNOV4009298	C-SYNOV4009298	
AK131437	FLJ16567	TBAES2000932	C-TBAES2000932	
AK131438	FLJ16568	TESOP2000390	C-TESOP2000390	
AK131439	FLJ16569	TESOP2001796	C-TESOP2001796	
AK122901	FLJ16570	TESOP2002545	C-TESOP2002545	
AK122902	FLJ16571	TESOP2002804	C-TESOP2002804	
AK131440	FLJ16572	TESOP2005199	C-TESOP2005199	
AK131441	FLJ16573	TESOP2006398	C-TESOP2006398	
AK122903	FLJ16574	TESOP2008820	C-TESOP2008820	
AK122904	FLJ16575	TESTI2004706	C-TESTI2004706	
AK122905	FLJ16576	TESTI2023942	C-TESTI2023942	
AK131442	FLJ16577	TESTI2026647	C-TESTI2026647	
AK131443	FLJ16578	TESTI2035981	C-TESTI2035981	
AK131444	FLJ16579	TESTI2049956	C-TESTI2049956	
AK131445	FLJ16580	TESTI2050780	C-TESTI2050780	
AK122906	FLJ16581	TESTI2050987	C-TESTI2050987	
AK122907	FLJ16582	TESTI2052256	C-TESTI2052256	
AK122908	FLJ16583	TESTI2053723	C-TESTI2053723	
AK122909	FLJ16584	TESTI4000093	C-TESTI4000093	
AK122910	FLJ16585	TESTI4000134	C-TESTI4000134	
AK131446	FLJ16586	TESTI4000137	C-TESTI4000137	
AK131447	FLJ16587	TESTI4000214	C-TESTI4000214	
AK122911	FLJ16588	TESTI4001036	C-TESTI4001036	
AK122912	FLJ16589	TESTI4001441	C-TESTI4001441	
AK122913	FLJ16590	TESTI4001604	C-TESTI4001604	
AK122914	FLJ16591	TESTI4001795	C-TESTI4001795	
AK131448	FLJ16592	TESTI4001984	C-TESTI4001984	
AK122915	FLJ16593	TESTI4004722	C-TESTI4004722	
AK122916	FLJ16594	TESTI4005039	C-TESTI4005039	
AK131449	FLJ16595	TESTI4005317	C-TESTI4005317	
AK122917	FLJ16596	TESTI4005635	C-TESTI4005635	
AK122918	FLJ16597	TESTI4006247	C-TESTI4006247	
AK131450	FLJ16598	TESTI4006473	C-TESTI4006473	
AK122919	FLJ16599	TESTI4006567	C-TESTI4006567	
AK122920	FLJ16600	TESTI4006704	C-TESTI4006704	
AK122921	FLJ16601	TESTI4007369	C-TESTI4007369	
AK122922	FLJ16602	TESTI4007816	C-TESTI4007816	
AK131451	FLJ16603	TESTI4008058	C-TESTI4008058	
AK122923	FLJ16604	TESTI4008097	C-TESTI4008097	
AK131452	FLJ16605	TESTI4008302	C-TESTI4008302	
AK122924	FLJ16606	TESTI4010095	C-TESTI4010095	
AK131453	FLJ16607	TESTI4010382	C-TESTI4010382	
AK131454	FLJ16608	TESTI4011070	C-TESTI4011070	
AK131455	FLJ16609	TESTI4011072	C-TESTI4011072	
AK122925	FLJ16610	TESTI4011532	C-TESTI4011532	
AK131456	FLJ16611	TESTI4011829	C-TESTI4011829	
AK122926	FLJ16612	TESTI4012010	C-TESTI4012010	
AK122927	FLJ16613	TESTI4012911	C-TESTI4012911	
AK131457	FLJ16614	TESTI4013365	C-TESTI4013365	
AK122928	FLJ16615	TESTI4013410	C-TESTI4013410	
AK122929	FLJ16616	TESTI4013597	C-TESTI4013597	
AK131458	FLJ16617	TESTI4013602	C-TESTI4013602	
AK131459	FLJ16618	TESTI4013894	C-TESTI4013894	
AK122930	FLJ16619	TESTI4014553	C-TESTI4014553	
AK131460	FLJ16620	TESTI4014801	C-TESTI4014801	
AK131461	FLJ16621	TESTI4015012	C-TESTI4015012	
AK122931	FLJ16622	TESTI4015145	C-TESTI4015145	
AK122932	FLJ16623	TESTI4015204	C-TESTI4015204	
AK131462	FLJ16624	TESTI4015442	C-TESTI4015442	
AK122933	FLJ16625	TESTI4016865	C-TESTI4016865	
AK122934	FLJ16626	TESTI4017269	C-TESTI4017269	
AK131463	FLJ16627	TESTI4017714	C-TESTI4017714	
AK122935	FLJ16628	TESTI4017763	C-TESTI4017763	
AK131464	FLJ16629	TESTI4019657	C-TESTI4019657	
AK122936	FLJ16630	TESTI4019756	C-TESTI4019756	
AK131465	FLJ16631	TESTI4021482	C-TESTI4021482	
AK131466	FLJ16632	TESTI4024387	C-TESTI4024387	
AK122937	FLJ16633	TESTI4024740	C-TESTI4024740	
AK122938	FLJ16634	TESTI4024930	C-TESTI4024930	
AK131467	FLJ16635	TESTI4025268	C-TESTI4025268	
AK131468	FLJ16636	TESTI4025494	C-TESTI4025494	
AK131469	FLJ16637	TESTI4025547	C-TESTI4025547	
AK131470	FLJ16638	TESTI4025865	C-TESTI4025865	
AK131471	FLJ16639	TESTI4026207	C-TESTI4026207	
AK131472	FLJ16640	TESTI4028938	C-TESTI4028938	
AK131473	FLJ16641	TESTI4028958	C-TESTI4028958	
AK131474	FLJ16642	TESTI4029348	C-TESTI4029348	
AK131475	FLJ16643	TESTI4029528	C-TESTI4029528	
AK131477	FLJ16645	TESTI4031745	C-TESTI4031745	
AK131478	FLJ16646	TESTI4032090	C-TESTI4032090	
AK131479	FLJ16647	TESTI4032112	C-TESTI4032112	
AK122939	FLJ16648	TESTI4035508	C-TESTI4035508	
AK122940	FLJ16649	TESTI4036315	C-TESTI4036315	
AK122941	FLJ16650	TESTI4036319	C-TESTI4036319	
AK122942	FLJ16651	TESTI4036449	C-TESTI4036449	
AK131480	FLJ16652	TESTI4036767	C-TESTI4036767	
AK122943	FLJ16653	TESTI4037618	C-TESTI4037618	
AK122944	FLJ16654	TESTI4038284	C-TESTI4038284	
AK131481	FLJ16655	TESTI4038721	C-TESTI4038721	
AK131482	FLJ16656	TESTI4038779	C-TESTI4038779	
AK122945	FLJ16657	TESTI4040535	C-TESTI4040535	
AK131483	FLJ16658	TESTI4041086	C-TESTI4041086	
AK122946	FLJ16659	TESTI4041844	C-TESTI4041844	
AK122947	FLJ16660	TESTI4042440	C-TESTI4042440	
AK122948	FLJ16661	TESTI4043512	C-TESTI4043512	
AK131484	FLJ16662	TESTI4046240	C-TESTI4046240	
AK122949	FLJ16663	THYMU2005759	C-THYMU2005759	
AK131485	FLJ16664	THYMU2006001	C-THYMU2006001	
AK131486	FLJ16665	THYMU2031249	C-THYMU2031249	
AK122950	FLJ16666	THYMU2032732	C-THYMU2032732	
AK131487	FLJ16667	THYMU2035710	C-THYMU2035710	
AK122951	FLJ16668	THYMU2039788	C-THYMU2039788	
AK122952	FLJ16669	THYMU3000306	C-THYMU3000306	
AK122953	FLJ16670	THYMU3001133	C-THYMU3001133	
AK131488	FLJ16671	THYMU3001428	C-THYMU3001428	
AK122954	FLJ16672	THYMU3001883	C-THYMU3001883	
AK122955	FLJ16673	THYMU3003403	C-THYMU3003403	
AK122956	FLJ16674	THYMU3008136	C-THYMU3008136	
AK122957	FLJ16675	TKIDN2005956	C-TKIDN2005956	
AK122958	FLJ16676	TKIDN2015071	C-TKIDN2015071	
AK131489	FLJ16677	TLIVE2001684	C-TLIVE2001684	
AK131490	FLJ16678	TLIVE2002046	C-TLIVE2002046	
AK122959	FLJ16679	TLIVE2003381	C-TLIVE2003381	
AK122960	FLJ16680	TLIVE2008221	C-TLIVE2008221	
AK122961	FLJ16681	TOVAR2000904	C-TOVAR2000904	
AK131491	FLJ16682	TRACH1000212	C-TRACH1000212	
AK122962	FLJ16683	TRACH2001335	C-TRACH2001335	
AK122963	FLJ16685	TRACH2024293	C-TRACH2024293	
AK131492	FLJ16686	TRACH2024408	C-TRACH2024408	
AK131493	FLJ16687	TRACH2024559	C-TRACH2024559	
AK131494	FLJ16690	TRACH3000134	C-TRACH3000134	
AK122964	FLJ16691	TRACH3000692	C-TRACH3000692	
AK131495	FLJ16692	TRACH3002561	C-TRACH3002561	
AK131496	FLJ16695	TRACH3003683	C-TRACH3003683	
AK131497	FLJ16696	TRACH3003832	C-TRACH3003832	
AK122965	FLJ16697	TRACH3004651	C-TRACH3004651	
AK122966	FLJ16698	TRACH3004671	C-TRACH3004671	
AK131498	FLJ16700	TRACH3005211	C-TRACH3005211	
AK131499	FLJ16702	TRACH3007866	C-TRACH3007866	
AK122967	FLJ16706	UTERU2001504	C-UTERU2001504	
AK122968	FLJ16707	UTERU2003321	C-UTERU2003321	
AK131500	FLJ16708	UTERU2008040	C-UTERU2008040	
AK131501	FLJ16709	UTERU2019534	C-UTERU2019534	
AK131502	FLJ16710	UTERU2021820	C-UTERU2021820	
AK122969	FLJ16711	UTERU2023045	C-UTERU2023045	
AK131503	FLJ16712	UTERU2032279	C-UTERU2032279	
AK131504	FLJ16713	UTERU2033577	C-UTERU2033577	
AK122970	FLJ16714	UTERU2035231	C-UTERU2035231	
AK122971	FLJ16715	UTERU3000298	C-UTERU3000298	
AK131505	FLJ16716	UTERU3000402	C-UTERU3000402	
AK122972	FLJ16717	UTERU3000727	C-UTERU3000727	
AK131506	FLJ16718	UTERU3000738	C-UTERU3000738	
AK122973	FLJ16719	UTERU3000844	C-UTERU3000844	
AK131507	FLJ16720	UTERU3001053	C-UTERU3001053	
AK122974	FLJ16721	UTERU3001632	C-UTERU3001632	
AK122975	FLJ16722	UTERU3002620	C-UTERU3002620	
AK122976	FLJ16723	UTERU3004418	C-UTERU3004418	
AK122977	FLJ16724	UTERU3004938	C-UTERU3004938	
AK122978	FLJ16725	UTERU3005536	C-UTERU3005536	
AK131508	FLJ16726	UTERU3014791	C-UTERU3014791	
AK131509	FLJ16727	UTERU3015069	C-UTERU3015069	
AK131510	FLJ16728	UTERU3015412	C-UTERU3015412	
AK131511	FLJ16729	UTERU3017176	C-UTERU3017176	
AK124382	FLJ42391	3NB692002806	C-3NB692002806	
AK124383	FLJ42392	ACTVT2000380	C-ACTVT2000380	
AK124384	FLJ42393	ADRGL2003329	C-ADRGL2003329	
AK124385	FLJ42394	ASTRO2000662	C-ASTRO2000662	
AK124386	FLJ42395	ASTRO2001076	C-ASTRO2001076	
AK124387	FLJ42396	ASTRO2001107	C-ASTRO2001107	
AK124388	FLJ42397	ASTRO2001480	C-ASTRO2001480	
AK124389	FLJ42398	ASTRO2002842	C-ASTRO2002842	
AK124390	FLJ42399	ASTRO2003024	C-ASTRO2003024	
AK124392	FLJ42401	ASTRO2018373	C-ASTRO2018373	
AK124393	FLJ42402	ASTRO3000172	C-ASTRO3000172	
AK124394	FLJ42403	ASTRO3000177	C-ASTRO3000177	
AK124395	FLJ42404	ASTRO3000301	C-ASTRO3000301	
AK124396	FLJ42405	ASTRO3000474	C-ASTRO3000474	
AK124397	FLJ42406	ASTRO3000482	C-ASTRO3000482	
AK124398	FLJ42407	BGGI12000054	C-BGGI12000054	
AK124399	FLJ42408	BLADE2000640	C-BLADE2000640	
AK124400	FLJ42409	BLADE2000866	C-BLADE2000866	
AK124401	FLJ42410	BLADE2000938	C-BLADE2000938	
AK124402	FLJ42411	BLADE2001133	C-BLADE2001133	
AK124403	FLJ42412	BLADE2001138	C-BLADE2001138	
AK124404	FLJ42413	BLADE2001141	C-BLADE2001141	
AK124405	FLJ42414	BLADE2001371	C-BLADE2001371	
AK124406	FLJ42415	BLADE2001753	C-BLADE2001753	
AK124407	FLJ42416	BLADE2001935	C-BLADE2001935	
AK124408	FLJ42417	BLADE2001940	C-BLADE2001940	
AK124409	FLJ42418	BLADE2001987	C-BLADE2001987	
AK124410	FLJ42419	BLADE2002073	C-BLADE2002073	
AK124411	FLJ42420	BLADE2002730	C-BLADE2002730	
AK124412	FLJ42421	BLADE2002782	C-BLADE2002782	
AK124413	FLJ42422	BLADE2002947	C-BLADE2002947	
AK124414	FLJ42423	BLADE2003474	C-BLADE2003474	
AK124415	FLJ42424	BLADE2004089	C-BLADE2004089	
AK124416	FLJ42425	BLADE2004345	C-BLADE2004345	
AK124417	FLJ42426	BLADE2004389	C-BLADE2004389	
AK124418	FLJ42427	BLADE2004462	C-BLADE2004462	
AK124419	FLJ42428	BLADE2004628	C-BLADE2004628	
AK124420	FLJ42429	BLADE2004722	C-BLADE2004722	
AK124421	FLJ42430	BLADE2005036	C-BLADE2005036	
AK124422	FLJ42431	BLADE2005792	C-BLADE2005792	
AK124423	FLJ42432	BLADE2006412	C-BLADE2006412	
AK124424	FLJ42433	BLADE2006415	C-BLADE2006415	
AK124425	FLJ42434	BLADE2006826	C-BLADE2006826	
AK124426	FLJ42435	BLADE2006849	C-BLADE2006849	
AK124427	FLJ42436	BLADE2007033	C-BLADE2007033	
AK124428	FLJ42437	BLADE2007589	C-BLADE2007589	
AK124429	FLJ42438	BLADE2007666	C-BLADE2007666	
AK124430	FLJ42439	BLADE2007935	C-BLADE2007935	
AK124431	FLJ42440	BLADE2008281	C-BLADE2008281	
AK124432	FLJ42441	BLADE2008398	C-BLADE2008398	
AK124433	FLJ42442	BLADE2008454	C-BLADE2008454	
AK124434	FLJ42443	BLADE2008461	C-BLADE2008461	
AK124435	FLJ42444	BLADE2008479	C-BLADE2008479	
AK124436	FLJ42445	BLADE2008539	C-BLADE2008539	
AK124437	FLJ42446	BLADE2009479	C-BLADE2009479	
AK124438	FLJ42447	BRACE1000186	C-BRACE1000186	
AK124439	FLJ42448	BRACE2003639	C-BRACE2003639	
AK124440	FLJ42449	BRACE2003887	C-BRACE2003887	
AK124441	FLJ42450	BRACE2010489	C-BRACE2010489	
AK124442	FLJ42451	BRACE2014306	C-BRACE2014306	
AK124443	FLJ42452	BRACE2014475	C-BRACE2014475	
AK124444	FLJ42453	BRACE2014917	C-BRACE2014917	
AK124445	FLJ42454	BRACE2015058	C-BRACE2015058	
AK124446	FLJ42455	BRACE2015314	C-BRACE2015314	
AK124447	FLJ42456	BRACE2016981	C-BRACE2016981	
AK124448	FLJ42457	BRACE2018700	C-BRACE2018700	
AK124449	FLJ42458	BRACE2018727	C-BRACE2018727	
AK124450	FLJ42459	BRACE2018762	C-BRACE2018762	
AK124451	FLJ42460	BRACE2018782	C-BRACE2018782	
AK124452	FLJ42461	BRACE2026836	C-BRACE2026836	
AK124453	FLJ42462	BRACE2027258	C-BRACE2027258	
AK124454	FLJ42463	BRACE2029581	C-BRACE2029581	
AK124455	FLJ42464	BRACE2029644	C-BRACE2029644	
AK124456	FLJ42465	BRACE2030096	C-BRACE2030096	
AK124457	FLJ42466	BRACE2030323	C-BRACE2030323	
AK124458	FLJ42467	BRACE2030326	C-BRACE2030326	
AK124459	FLJ42468	BRACE2030341	C-BRACE2030341	
AK124460	FLJ42469	BRACE2030345	C-BRACE2030345	
AK124461	FLJ42470	BRACE2030697	C-BRACE2030697	
AK124462	FLJ42471	BRACE2030736	C-BRACE2030736	
AK124463	FLJ42472	BRACE2030883	C-BRACE2030883	
AK124464	FLJ42473	BRACE2030884	C-BRACE2030884	
AK124465	FLJ42474	BRACE2031154	C-BRACE2031154	
AK124466	FLJ42475	BRACE2031232	C-BRACE2031232	
AK124467	FLJ42476	BRACE2031389	C-BRACE2031389	
AK124468	FLJ42477	BRACE2031527	C-BRACE2031527	
AK124469	FLJ42478	BRACE2031531	C-BRACE2031531	
AK124470	FLJ42479	BRACE2031899	C-BRACE2031899	
AK124471	FLJ42480	BRACE2032044	C-BRACE2032044	
AK124472	FLJ42481	BRACE2032090	C-BRACE2032090	
AK124473	FLJ42482	BRACE2032134	C-BRACE2032134	
