,NCBI_ID,gene_symbol,alias_symbol,gene_type,HGNC_ID,ENSG_ID,collision,source
85285,GENE ID:101060321,TBC1D3G,TBC1D3D,protein-coding,HGNC:29860,ENSG00000260287,TBC1D3D,NCBI
73179,GENE ID:729873,TBC1D3,TBC1D3D,protein-coding,HGNC:19031,ENSG00000274611,TBC1D3D,NCBI
67768,GENE ID:414060,TBC1D3C,TBC1D3D,protein-coding,HGNC:24889,ENSG00000278299,TBC1D3D,NCBI
73180,GENE ID:729873,TBC1D3,TBC1D3F,protein-coding,HGNC:19031,ENSG00000274611,TBC1D3F,NCBI
51632,GENE ID:84218,TBC1D3F,TBC1D3G,protein-coding,HGNC:18257,ENSG00000275954,TBC1D3G,NCBI
85295,GENE ID:101060389,TBC1D3D,TBC1D3H,protein-coding,HGNC:28944,ENSG00000274419,TBC1D3H,NCBI
67763,GENE ID:414059,TBC1D3B,TBC1D3I,protein-coding,HGNC:27011,ENSG00000274808,TBC1D3I,NCBI
67764,GENE ID:414059,TBC1D3B,TBC1D3L,protein-coding,HGNC:27011,ENSG00000274808,TBC1D3L,NCBI
73181,GENE ID:729873,TBC1D3,TBC1D3L,protein-coding,HGNC:19031,ENSG00000274611,TBC1D3L,NCBI
71570,GENE ID:653645,TBC1D3P1-DHX40P1,TBC1D3P1,pseudo,HGNC:42362,ENSG00000267104,TBC1D3P1,NCBI
58576,GENE ID:158931,TCEAL6,Tceal3,protein-coding,HGNC:24553,,TCEAL3,NCBI
50903,GENE ID:83439,TCF7L1,TCF3,protein-coding,HGNC:11640,ENSG00000152284,TCF3,NCBI
20460,GENE ID:6934,TCF7L2,TCF4,protein-coding,HGNC:11641,ENSG00000148737,TCF4,NCBI
72483,GENE ID:728343,NXF2B,TCP11X2,protein-coding,HGNC:23984,ENSG00000269437,TCP11X2,NCBI
44749,GENE ID:56001,NXF2,TCP11X2,protein-coding,HGNC:8072,ENSG00000269405,TCP11X2,NCBI
54276,GENE ID:113675,SDSL,TDH,protein-coding,HGNC:30404,ENSG00000139410,TDH,NCBI
82511,GENE ID:100529145,TEN1-CDK3,TEN1,ncRNA,HGNC:44420,ENSG00000261408,TEN1,NCBI
29198,GENE ID:10178,TENM1,TEN1,protein-coding,HGNC:8117,ENSG00000009694,TEN1,NCBI
53336,GENE ID:90768,TENM3-AS1,TENM3-AS2,ncRNA,HGNC:28076,,TENM3-AS2,NCBI
16572,GENE ID:5728,PTEN,TEP1,protein-coding,HGNC:9588,ENSG00000171862,TEP1,NCBI
19634,GENE ID:6662,SOX9,TES,protein-coding,HGNC:11204,ENSG00000125398,TES,NCBI
4537,GENE ID:1527,TEX28,TEX28P1,protein-coding,HGNC:2563,ENSG00000278057,TEX28P1,NCBI
4538,GENE ID:1527,TEX28,TEX28P2,protein-coding,HGNC:2563,ENSG00000278057,TEX28P2,NCBI
6292,GENE ID:2152,F3,TF,protein-coding,HGNC:3541,ENSG00000117525,TF,NCBI
26790,GENE ID:9333,TGM5,TGM6,protein-coding,HGNC:11781,ENSG00000104055,TGM6,NCBI
62430,GENE ID:286826,LIN9,TGS1,protein-coding,HGNC:30830,ENSG00000183814,TGS1,NCBI
85991,GENE ID:101927761,TH2LCRR,TH2-LCR,ncRNA,HGNC:40495,ENSG00000223442,TH2-LCR,NCBI
81427,GENE ID:100499227,USP2-AS1,THY1-AS1,ncRNA,HGNC:48673,ENSG00000245248,THY1-AS1,NCBI
78966,GENE ID:100302736,TMED7-TICAM2,TICAM2,protein-coding,HGNC:33945,ENSG00000251201,TICAM2,NCBI
39460,GENE ID:50616,IL22,TIFa,protein-coding,HGNC:14900,ENSG00000127318,TIFA,NCBI
21015,GENE ID:7083,TK1,TK2,protein-coding,HGNC:11830,ENSG00000167900,TK2,NCBI
14065,GENE ID:4921,DDR2,TKT,protein-coding,HGNC:2731,ENSG00000162733,TKT,NCBI
62265,GENE ID:286102,TMED10P1,TMED10,pseudo,HGNC:30754,,TMED10,NCBI
82381,GENE ID:100526694,MSANTD3-TMEFF1,TMEFF1,protein-coding,HGNC:38838,,TMEFF1,NCBI
29729,GENE ID:10360,NPM3,TMEM123,protein-coding,HGNC:7931,ENSG00000107833,TMEM123,NCBI
45080,GENE ID:56649,TMPRSS4,TMPRSS3,protein-coding,HGNC:11878,ENSG00000137648,TMPRSS3,NCBI
62393,GENE ID:286527,TMSB15B,TMSB15A,protein-coding,HGNC:28612,ENSG00000158427,TMSB15A,NCBI
31711,GENE ID:11013,TMSB15A,TMSB15B,protein-coding,HGNC:30744,ENSG00000158164,TMSB15B,NCBI
108847,GENE ID:122394733,TMSB15C,TMSB15B,protein-coding,HGNC:55173,ENSG00000269226,TMSB15B,NCBI
21194,GENE ID:7134,TNNC1,TNC,protein-coding,HGNC:11943,ENSG00000114854,TNC,NCBI
1979,GENE ID:690,BTF3P11,TNFRSF11B,pseudo,HGNC:1126,,TNFRSF11B,NCBI
21207,GENE ID:7137,TNNI3,TNNC1,protein-coding,HGNC:11947,ENSG00000129991,TNNC1,NCBI
82441,GENE ID:100526835,FPGT-TNNI3K,TNNI3K,protein-coding,HGNC:42952,ENSG00000259030,TNNI3K,NCBI
37218,GENE ID:27320,TNRC18P2,TNRC18,pseudo,HGNC:34014,ENSG00000223566,TNRC18,NCBI
39162,GENE ID:29964,PRICKLE4,TOMM6,protein-coding,HGNC:16805,ENSG00000278224,TOMM6,NCBI
59997,GENE ID:220074,LRTOMT,TOMT,protein-coding,HGNC:25033,ENSG00000284922,TOMT,NCBI
72933,GENE ID:729264,TP53TG3D,TP53TG3,protein-coding,HGNC:44657,ENSG00000205456,TP53TG3,NCBI
88145,GENE ID:102724127,TP53TG3F,TP53TG3,protein-coding,HGNC:51817,ENSG00000278848,TP53TG3,NCBI
71539,GENE ID:653550,TP53TG3C,TP53TG3,protein-coding,HGNC:42962,ENSG00000205457,TP53TG3,NCBI
88134,GENE ID:102724101,TP53TG3E,TP53TG3,protein-coding,HGNC:51816,ENSG00000275034,TP53TG3,NCBI
88146,GENE ID:102724127,TP53TG3F,TP53TG3B,protein-coding,HGNC:51817,ENSG00000278848,TP53TG3B,NCBI
72934,GENE ID:729264,TP53TG3D,TP53TG3B,protein-coding,HGNC:44657,ENSG00000205456,TP53TG3B,NCBI
88135,GENE ID:102724101,TP53TG3E,TP53TG3B,protein-coding,HGNC:51816,ENSG00000275034,TP53TG3B,NCBI
88147,GENE ID:102724127,TP53TG3F,TP53TG3C,protein-coding,HGNC:51817,ENSG00000278848,TP53TG3C,NCBI
72935,GENE ID:729264,TP53TG3D,TP53TG3C,protein-coding,HGNC:44657,ENSG00000205456,TP53TG3C,NCBI
88136,GENE ID:102724101,TP53TG3E,TP53TG3C,protein-coding,HGNC:51816,ENSG00000275034,TP53TG3C,NCBI
88148,GENE ID:102724127,TP53TG3F,TP53TG3D,protein-coding,HGNC:51817,ENSG00000278848,TP53TG3D,NCBI
88137,GENE ID:102724101,TP53TG3E,TP53TG3D,protein-coding,HGNC:51816,ENSG00000275034,TP53TG3D,NCBI
72936,GENE ID:729264,TP53TG3D,TP53TG3E,protein-coding,HGNC:44657,ENSG00000205456,TP53TG3E,NCBI
72971,GENE ID:729355,TP53TG3B,TP53TG3E,protein-coding,HGNC:37202,ENSG00000261509,TP53TG3E,NCBI
88149,GENE ID:102724127,TP53TG3F,TP53TG3E,protein-coding,HGNC:51817,ENSG00000278848,TP53TG3E,NCBI
71540,GENE ID:653550,TP53TG3C,TP53TG3E,protein-coding,HGNC:42962,ENSG00000205457,TP53TG3E,NCBI
34821,GENE ID:24150,TP53TG3,TP53TG3E,protein-coding,HGNC:30759,ENSG00000183632,TP53TG3E,NCBI
71541,GENE ID:653550,TP53TG3C,TP53TG3F,protein-coding,HGNC:42962,ENSG00000205457,TP53TG3F,NCBI
72972,GENE ID:729355,TP53TG3B,TP53TG3F,protein-coding,HGNC:37202,ENSG00000261509,TP53TG3F,NCBI
34822,GENE ID:24150,TP53TG3,TP53TG3F,protein-coding,HGNC:30759,ENSG00000183632,TP53TG3F,NCBI
72937,GENE ID:729264,TP53TG3D,TP53TG3F,protein-coding,HGNC:44657,ENSG00000205456,TP53TG3F,NCBI
88138,GENE ID:102724101,TP53TG3E,TP53TG3F,protein-coding,HGNC:51816,ENSG00000275034,TP53TG3F,NCBI
20651,GENE ID:6999,TDO2,TPH2,protein-coding,HGNC:11708,ENSG00000151790,TPH2,NCBI
20936,GENE ID:7066,THPO,TPO,protein-coding,HGNC:11795,ENSG00000090534,TPO,NCBI
48180,GENE ID:65057,ACD,TPP1,protein-coding,HGNC:25070,ENSG00000102977,TPP1,NCBI
54179,GENE ID:112858,TP53RK,TPRKB,protein-coding,HGNC:16197,ENSG00000172315,TPRKB,NCBI
21354,GENE ID:7177,TPSAB1,TPSB2,protein-coding,HGNC:12019,ENSG00000172236,TPSB2,NCBI
38173,GENE ID:28755,TRAC,TRA,other,HGNC:12029,ENSG00000277734,TRA,NCBI
76547,GENE ID:100189232,TRA-TGC3-2,TRA-TGC3-1,tRNA,HGNC:34795,,TRA-TGC3-1,NCBI
76605,GENE ID:100189280,TRA-TGC3-1,TRA-TGC3-2,tRNA,HGNC:34846,,TRA-TGC3-2,NCBI
27617,GENE ID:9612,NCOR2,TRAC,protein-coding,HGNC:7673,ENSG00000196498,TRAC,NCBI
28658,GENE ID:10010,TANK,TRAF2,protein-coding,HGNC:11562,ENSG00000136560,TRAF2,NCBI
26951,GENE ID:9392,TGFBRAP1,TRAP1,protein-coding,HGNC:16836,ENSG00000135966,TRAP1,NCBI
21403,GENE ID:7190,HSP90B2P,TRAP1,pseudo,HGNC:12099,ENSG00000259706,TRAP1,NCBI
61749,GENE ID:284306,ZNF547,TRAPPC2B,protein-coding,HGNC:26432,ENSG00000152433,TRAPPC2B,NCBI
38109,GENE ID:28693,TRAV1-1,TRAV11,other,HGNC:12101,ENSG00000255569,TRAV11,NCBI
20965,GENE ID:7068,THRB,TRb,protein-coding,HGNC:11799,ENSG00000151090,TRB,NCBI
20564,GENE ID:6962,TRBV20OR9-2,TRB,pseudo,HGNC:12197,ENSG00000205274,TRB,NCBI
76342,GENE ID:100189052,TRC-GCA2-2,TRC-GCA2-1,tRNA,HGNC:34611,,TRC-GCA2-1,NCBI
76401,GENE ID:100189105,TRC-GCA2-3,TRC-GCA2-2,tRNA,HGNC:34666,,TRC-GCA2-2,NCBI
76765,GENE ID:100189414,TRC-GCA2-4,TRC-GCA2-3,tRNA,HGNC:34983,,TRC-GCA2-3,NCBI
76504,GENE ID:100189197,TRC-GCA2-1,TRC-GCA2-4,tRNA,HGNC:34760,,TRC-GCA2-4,NCBI
21404,GENE ID:7192,TRD-GTC9-1,TRD,tRNA,HGNC:12251,,TRD,NCBI
76460,GENE ID:100189158,TRD-GTC2-6,TRD-GTC2-10,tRNA,HGNC:34720,,TRD-GTC2-10,NCBI
76622,GENE ID:100189292,TRD-GTC2-7,TRD-GTC2-11,tRNA,HGNC:34858,,TRD-GTC2-11,NCBI
76556,GENE ID:100189239,TRD-GTC2-8,TRD-GTC2-6,tRNA,HGNC:34802,,TRD-GTC2-6,NCBI
76685,GENE ID:100189343,TRD-GTC2-9,TRD-GTC2-7,tRNA,HGNC:34911,,TRD-GTC2-7,NCBI
76691,GENE ID:100189347,TRD-GTC2-10,TRD-GTC2-8,tRNA,HGNC:34915,,TRD-GTC2-8,NCBI
76731,GENE ID:100189383,TRD-GTC2-11,TRD-GTC2-9,tRNA,HGNC:34951,,TRD-GTC2-9,NCBI
76672,GENE ID:100189333,TRE-TTC1-2,TRE-TTC1-1,tRNA,HGNC:34901,,TRE-TTC1-1,NCBI
76771,GENE ID:100189418,TRE-TTC1-1,TRE-TTC1-2,tRNA,HGNC:34987,,TRE-TTC1-2,NCBI
76767,GENE ID:100189415,TRF-GAA1-3,TRF-GAA1-1,tRNA,HGNC:34984,,TRF-GAA1-1,NCBI
73543,GENE ID:100009606,TRF-GAA1-4,TRF-GAA1-2,tRNA,HGNC:33259,,TRF-GAA1-2,NCBI
76571,GENE ID:100189251,TRF-GAA1-5,TRF-GAA1-3,tRNA,HGNC:34814,,TRF-GAA1-3,NCBI
76638,GENE ID:100189306,TRF-GAA1-6,TRF-GAA1-4,tRNA,HGNC:34873,,TRF-GAA1-4,NCBI
76439,GENE ID:100189137,TRF-GAA1-1,TRF-GAA1-5,tRNA,HGNC:34699,,TRF-GAA1-5,NCBI
76575,GENE ID:100189254,TRF-GAA1-2,TRF-GAA1-6,tRNA,HGNC:34817,,TRF-GAA1-6,NCBI
47823,GENE ID:64717,TRG-CCC2-2,TRG-CCC2-1,tRNA,HGNC:14183,,TRG-CCC2-1,NCBI
76545,GENE ID:100189231,TRG-CCC2-1,TRG-CCC2-2,tRNA,HGNC:34794,,TRG-CCC2-2,NCBI
76266,GENE ID:100188985,TRG-GCC2-4,TRG-GCC2-2,tRNA,HGNC:34533,,TRG-GCC2-2,NCBI
76466,GENE ID:100189163,TRG-GCC2-5,TRG-GCC2-3,tRNA,HGNC:34725,,TRG-GCC2-3,NCBI
21412,GENE ID:7196,TRG-GCC2-6,TRG-GCC2-4,tRNA,HGNC:12273,,TRG-GCC2-4,NCBI
76517,GENE ID:100189208,TRG-GCC2-2,TRG-GCC2-5,tRNA,HGNC:34771,,TRG-GCC2-5,NCBI
76648,GENE ID:100189314,TRG-GCC2-3,TRG-GCC2-6,tRNA,HGNC:34881,,TRG-GCC2-6,NCBI
20608,GENE ID:6983,TRGV9,TRGC1,other,HGNC:12295,ENSG00000211695,TRGC1,NCBI
76268,GENE ID:100188986,TRH-GTG1-7,TRH-GTG1-5,tRNA,HGNC:34536,,TRH-GTG1-5,NCBI
76272,GENE ID:100188988,TRH-GTG1-8,TRH-GTG1-6,tRNA,HGNC:34537,,TRH-GTG1-6,NCBI
76356,GENE ID:100189065,TRH-GTG1-9,TRH-GTG1-7,tRNA,HGNC:34624,,TRH-GTG1-7,NCBI
76270,GENE ID:100188987,TRH-GTG1-5,TRH-GTG1-8,tRNA,HGNC:34538,,TRH-GTG1-8,NCBI
73545,GENE ID:100009607,TRH-GTG1-6,TRH-GTG1-9,tRNA,HGNC:33260,,TRH-GTG1-9,NCBI
76598,GENE ID:100189275,TRI-AAT5-4,TRI-AAT5-1,tRNA,HGNC:34839,,TRI-AAT5-1,NCBI
76735,GENE ID:100189387,TRI-AAT5-5,TRI-AAT5-2,tRNA,HGNC:34955,,TRI-AAT5-2,NCBI
76454,GENE ID:100189153,TRI-AAT5-1,TRI-AAT5-3,tRNA,HGNC:34715,,TRI-AAT5-3,NCBI
76677,GENE ID:100189336,TRI-AAT5-2,TRI-AAT5-4,tRNA,HGNC:34904,,TRI-AAT5-4,NCBI
76643,GENE ID:100189310,TRI-AAT5-3,TRI-AAT5-5,tRNA,HGNC:34877,,TRI-AAT5-5,NCBI
68840,GENE ID:445372,TRIM6-TRIM34,TRIM34,protein-coding,HGNC:33440,ENSG00000258588,TRIM34,NCBI
61377,GENE ID:283257,TRIM51FP,TRIM49B,pseudo,HGNC:43966,ENSG00000300613,TRIM49B,NCBI
72985,GENE ID:729384,TRIM49D2,TRIM49D1,protein-coding,HGNC:37217,ENSG00000233802,TRIM49D1,NCBI
66358,GENE ID:399939,TRIM49D1,TRIM49D2,protein-coding,HGNC:43973,ENSG00000223417,TRIM49D2,NCBI
68841,GENE ID:445372,TRIM6-TRIM34,TRIM6,protein-coding,HGNC:33440,ENSG00000258588,TRIM6,NCBI
69851,GENE ID:642425,TRIM53BP,TRIM80P,pseudo,HGNC:37144,,TRIM80P,NCBI
69902,GENE ID:642569,TRIM53AP,TRIM80P,pseudo,HGNC:19025,ENSG00000225581,TRIM80P,NCBI
76609,GENE ID:100189282,TRK-CTT2-5,TRK-CTT2-2,tRNA,HGNC:34848,,TRK-CTT2-2,NCBI
76750,GENE ID:100189399,TRK-CTT2-2,TRK-CTT2-3,tRNA,HGNC:34967,,TRK-CTT2-3,NCBI
73487,GENE ID:790966,TRK-CTT2-3,TRK-CTT2-4,tRNA,HGNC:33199,,TRK-CTT2-4,NCBI
76407,GENE ID:100189110,TRK-CTT2-4,TRK-CTT2-5,tRNA,HGNC:34671,,TRK-CTT2-5,NCBI
73700,GENE ID:100049613,TRK-TTT3-4,TRK-TTT3-3,tRNA,HGNC:33256,,TRK-TTT3-3,NCBI
21442,GENE ID:7206,TRK-TTT3-5,TRK-TTT3-4,tRNA,HGNC:12314,,TRK-TTT3-4,NCBI
76550,GENE ID:100189234,TRK-TTT3-3,TRK-TTT3-5,tRNA,HGNC:34797,,TRK-TTT3-5,NCBI
21445,GENE ID:7207,TRL-AAG2-3,TRL-AAG2-1,tRNA,HGNC:12315,,TRL-AAG2-1,NCBI
76620,GENE ID:100189291,TRL-AAG2-4,TRL-AAG2-2,tRNA,HGNC:34857,,TRL-AAG2-2,NCBI
76665,GENE ID:100189328,TRL-AAG2-1,TRL-AAG2-3,tRNA,HGNC:34895,,TRL-AAG2-3,NCBI
76510,GENE ID:100189202,TRL-AAG2-2,TRL-AAG2-4,tRNA,HGNC:34765,,TRL-AAG2-4,NCBI
44133,GENE ID:55687,TRMU,TRMT1,protein-coding,HGNC:25481,ENSG00000100416,TRMT1,NCBI
100139,GENE ID:107985758,TRE-TTC4-1,TRNAE-UUC,tRNA,HGNC:38581,,TRNAE-UUC,NCBI
100123,GENE ID:107985748,TRG-CCC6-1,TRNAG-CCC,tRNA,HGNC:35073,,TRNAG-CCC,NCBI
100723,GENE ID:107986683,TRI-AAT7-2,TRNAI-AAU,tRNA,HGNC:34970,,TRNAI-AAU,NCBI
101140,GENE ID:107987402,TRL-CAA1-1,TRNAL-CAA,tRNA,HGNC:38583,,TRNAL-CAA,NCBI
100131,GENE ID:107985754,TRN-GTT10-1,TRNAN-GUU,tRNA,HGNC:35092,,TRNAN-GUU,NCBI
100137,GENE ID:107985757,TRN-GTT5-1,TRNAN-GUU,tRNA,HGNC:38582,,TRNAN-GUU,NCBI
100150,GENE ID:107985763,TRN-GTT11-1,TRNAN-GUU,tRNA,HGNC:34669,,TRNAN-GUU,NCBI
100148,GENE ID:107985762,TRN-GTT7-1,TRNAN-GUU,tRNA,HGNC:34562,,TRNAN-GUU,NCBI
100128,GENE ID:107985751,TRN-GTT9-1,TRNAN-GUU,tRNA,HGNC:34870,,TRNAN-GUU,NCBI
100125,GENE ID:107985749,TRV-CAC5-1,TRNAV-CAC,tRNA,HGNC:34791,,TRNAV-CAC,NCBI
21408,GENE ID:7193,TRE-TTC3-1,TRNE,tRNA,HGNC:12265,,TRNE,NCBI
65157,GENE ID:388610,TRNP1,TRNP,protein-coding,HGNC:34348,ENSG00000253368,TRNP,NCBI
21448,GENE ID:7207,TRL-AAG2-3,TRNP1,tRNA,HGNC:12315,,TRNP1,NCBI
21478,GENE ID:7218,TRP-AGG2-6,TRNP1,tRNA,HGNC:12331,,TRNP1,NCBI
21474,GENE ID:7217,TRP-AGG2-5,TRNP1,tRNA,HGNC:12330,,TRNP1,NCBI
76365,GENE ID:100189072,TRP-AGG2-4,TRP-AGG2-2,tRNA,HGNC:34631,,TRP-AGG2-2,NCBI
21475,GENE ID:7217,TRP-AGG2-5,TRP-AGG2-3,tRNA,HGNC:12330,,TRP-AGG2-3,NCBI
21479,GENE ID:7218,TRP-AGG2-6,TRP-AGG2-4,tRNA,HGNC:12331,,TRP-AGG2-4,NCBI
76438,GENE ID:100189136,TRP-AGG2-7,TRP-AGG2-5,tRNA,HGNC:34698,,TRP-AGG2-5,NCBI
76628,GENE ID:100189296,TRP-AGG2-8,TRP-AGG2-6,tRNA,HGNC:34862,,TRP-AGG2-6,NCBI
76534,GENE ID:100189223,TRP-AGG2-2,TRP-AGG2-7,tRNA,HGNC:34786,,TRP-AGG2-7,NCBI
76601,GENE ID:100189276,TRP-AGG2-3,TRP-AGG2-8,tRNA,HGNC:34840,,TRP-AGG2-8,NCBI
76383,GENE ID:100189088,TRP-TGG3-2,TRP-TGG3-1,tRNA,HGNC:34648,,TRP-TGG3-1,NCBI
76676,GENE ID:100189335,TRP-TGG3-3,TRP-TGG3-2,tRNA,HGNC:34903,,TRP-TGG3-2,NCBI
76738,GENE ID:100189388,TRP-TGG3-4,TRP-TGG3-3,tRNA,HGNC:34956,,TRP-TGG3-3,NCBI
76608,GENE ID:100189281,TRP-TGG3-5,TRP-TGG3-4,tRNA,HGNC:34847,,TRP-TGG3-4,NCBI
21482,GENE ID:7219,TRP-TGG3-1,TRP-TGG3-5,tRNA,HGNC:12332,,TRP-TGG3-5,NCBI
21502,GENE ID:7226,TRPM2,TRPC7,protein-coding,HGNC:12339,ENSG00000142185,TRPC7,NCBI
3593,GENE ID:1191,CLU,TRPM2,protein-coding,HGNC:2095,ENSG00000120885,TRPM2,NCBI
76654,GENE ID:100189317,TRQ-CTG1-4,TRQ-CTG1-1,tRNA,HGNC:34884,,TRQ-CTG1-1,NCBI
21506,GENE ID:7228,TRQ-CTG1-5,TRQ-CTG1-2,tRNA,HGNC:12341,,TRQ-CTG1-2,NCBI
76616,GENE ID:100189287,TRQ-CTG1-1,TRQ-CTG1-3,tRNA,HGNC:34853,,TRQ-CTG1-3,NCBI
76496,GENE ID:100189189,TRQ-CTG1-2,TRQ-CTG1-4,tRNA,HGNC:34752,,TRQ-CTG1-4,NCBI
76422,GENE ID:100189121,TRQ-CTG1-3,TRQ-CTG1-5,tRNA,HGNC:34683,,TRQ-CTG1-5,NCBI
76561,GENE ID:100189243,TRR-ACG1-3,TRR-ACG1-1,tRNA,HGNC:34806,,TRR-ACG1-1,NCBI
76747,GENE ID:100189396,TRR-ACG1-1,TRR-ACG1-2,tRNA,HGNC:34964,,TRR-ACG1-2,NCBI
21513,GENE ID:7231,TRR-ACG1-2,TRR-ACG1-3,tRNA,HGNC:12344,,TRR-ACG1-3,NCBI
76478,GENE ID:100189173,TRR-CCG1-3,TRR-CCG1-1,tRNA,HGNC:34735,,TRR-CCG1-1,NCBI
76711,GENE ID:100189365,TRR-CCG1-1,TRR-CCG1-2,tRNA,HGNC:34933,,TRR-CCG1-2,NCBI
76378,GENE ID:100189084,TRR-CCG1-2,TRR-CCG1-3,tRNA,HGNC:34644,,TRR-CCG1-3,NCBI
76415,GENE ID:100189115,TRR-TCT3-2,TRR-TCT3-1,tRNA,HGNC:34677,,TRR-TCT3-1,NCBI
76406,GENE ID:100189109,TRR-TCT3-1,TRR-TCT3-2,tRNA,HGNC:34670,,TRR-TCT3-2,NCBI
76490,GENE ID:100189184,TRS-AGA2-6,TRS-AGA2-1,tRNA,HGNC:34747,,TRS-AGA2-1,NCBI
76730,GENE ID:100189382,TRS-AGA2-1,TRS-AGA2-2,tRNA,HGNC:34950,,TRS-AGA2-2,NCBI
76370,GENE ID:100189077,TRS-AGA2-2,TRS-AGA2-3,tRNA,HGNC:34637,,TRS-AGA2-3,NCBI
34074,GENE ID:23437,TRS-AGA2-3,TRS-AGA2-4,tRNA,HGNC:16293,,TRS-AGA2-4,NCBI
76566,GENE ID:100189247,TRS-AGA2-4,TRS-AGA2-5,tRNA,HGNC:34810,,TRS-AGA2-5,NCBI
76568,GENE ID:100189248,TRS-AGA2-5,TRS-AGA2-6,tRNA,HGNC:34811,,TRS-AGA2-6,NCBI
76543,GENE ID:100189229,TRS-GCT4-2,TRS-GCT4-1,tRNA,HGNC:34792,,TRS-GCT4-1,NCBI
76670,GENE ID:100189331,TRS-GCT4-3,TRS-GCT4-2,tRNA,HGNC:34898,,TRS-GCT4-2,NCBI
76537,GENE ID:100189225,TRS-GCT4-1,TRS-GCT4-3,tRNA,HGNC:34788,,TRS-GCT4-3,NCBI
76796,GENE ID:100189438,TRT-AGT5-1,TRT-AGT4-1,tRNA,HGNC:35008,,TRT-AGT4-1,NCBI
76721,GENE ID:100189374,TRT-AGT4-1,TRT-AGT5-1,tRNA,HGNC:34942,,TRT-AGT5-1,NCBI
76541,GENE ID:100189228,TRV-CAC1-7,TRV-CAC5-1,tRNA,HGNC:54846,,TRV-CAC5-1,NCBI
76411,GENE ID:100189112,TRW-CCA3-3,TRW-CCA3-1,tRNA,HGNC:34674,,TRW-CCA3-1,NCBI
76792,GENE ID:100189436,TRW-CCA3-1,TRW-CCA3-2,tRNA,HGNC:35006,,TRW-CCA3-2,NCBI
76338,GENE ID:100189048,TRW-CCA3-2,TRW-CCA3-3,tRNA,HGNC:34607,,TRW-CCA3-3,NCBI
76578,GENE ID:100189255,TRX-CAT1-8,TRX-CAT1-2,tRNA,HGNC:34818,,TRX-CAT1-2,NCBI
21460,GENE ID:7210,TRX-CAT1-2,TRX-CAT1-3,tRNA,HGNC:12318,,TRX-CAT1-3,NCBI
76390,GENE ID:100189094,TRX-CAT1-3,TRX-CAT1-4,tRNA,HGNC:34655,,TRX-CAT1-4,NCBI
76329,GENE ID:100189040,TRX-CAT1-4,TRX-CAT1-5,tRNA,HGNC:34599,,TRX-CAT1-5,NCBI
76689,GENE ID:100189345,TRX-CAT1-5,TRX-CAT1-6,tRNA,HGNC:34913,,TRX-CAT1-6,NCBI
76630,GENE ID:100189297,TRX-CAT1-6,TRX-CAT1-7,tRNA,HGNC:34863,,TRX-CAT1-7,NCBI
76651,GENE ID:100189315,TRX-CAT1-7,TRX-CAT1-8,tRNA,HGNC:34882,,TRX-CAT1-8,NCBI
76779,GENE ID:100189424,TRY-GTA5-3,TRY-GTA5-1,tRNA,HGNC:34993,,TRY-GTA5-1,NCBI
73538,GENE ID:100009602,TRY-GTA5-4,TRY-GTA5-2,tRNA,HGNC:33250,,TRY-GTA5-2,NCBI
76287,GENE ID:100189001,TRY-GTA5-5,TRY-GTA5-3,tRNA,HGNC:34558,,TRY-GTA5-3,NCBI
76794,GENE ID:100189437,TRY-GTA5-1,TRY-GTA5-4,tRNA,HGNC:35007,,TRY-GTA5-4,NCBI
76398,GENE ID:100189102,TRY-GTA5-2,TRY-GTA5-5,tRNA,HGNC:34663,,TRY-GTA5-5,NCBI
36760,GENE ID:27044,SND1,TSN,protein-coding,HGNC:30646,ENSG00000197157,TSN,NCBI
41758,GENE ID:54082,TSPEAR-AS1,TSPEAR-AS2,ncRNA,HGNC:1271,ENSG00000235890,TSPEAR-AS2,NCBI
72412,GENE ID:728137,TSPY3,TSPY1,protein-coding,HGNC:33876,ENSG00000228927,TSPY1,NCBI
78394,GENE ID:100289087,TSPY10,TSPY1,protein-coding,HGNC:37473,ENSG00000236424,TSPY1,NCBI
72413,GENE ID:728137,TSPY3,TSPY10,protein-coding,HGNC:33876,ENSG00000228927,TSPY10,NCBI
72518,GENE ID:728395,TSPY4,TSPY10,protein-coding,HGNC:37287,ENSG00000233803,TSPY10,NCBI
78395,GENE ID:100289087,TSPY10,TSPY3,protein-coding,HGNC:37473,ENSG00000236424,TSPY3,NCBI
72519,GENE ID:728395,TSPY4,TSPY8,protein-coding,HGNC:37287,ENSG00000233803,TSPY8,NCBI
34693,GENE ID:23752,TSSK1A,TSSK1b,pseudo,HGNC:11400,,TSSK1B,NCBI
51380,GENE ID:83983,TSSK6,TSSK4,protein-coding,HGNC:30410,ENSG00000178093,TSSK4,NCBI
75240,GENE ID:100131187,TSTD1,TST,protein-coding,HGNC:35410,ENSG00000215845,TST,NCBI
21013,GENE ID:7080,NKX2-1,TTF1,protein-coding,HGNC:11825,ENSG00000136352,TTF1,NCBI
6873,GENE ID:2304,FOXE1,TTF2,protein-coding,HGNC:3806,ENSG00000178919,TTF2,NCBI
60668,GENE ID:254173,TTLL10,TTLL5,protein-coding,HGNC:26693,ENSG00000162571,TTLL5,NCBI
21618,GENE ID:7276,TTR,TTN,protein-coding,HGNC:12405,ENSG00000118271,TTN,NCBI
73720,GENE ID:100101116,TTTY1B,TTTY1,ncRNA,HGNC:37981,ENSG00000129816,TTTY1,NCBI
