NCBI_ID,primary_gene_symbol,collision,gene_type,HGNC_ID,ENSG_ID,source
GENE ID:29082,CHMP4A,SNF7,protein-coding,HGNC:20274,ENSG00000254505,NCBI
GENE ID:6498,SKIL,SNO,protein-coding,HGNC:10897,ENSG00000136603,NCBI
GENE ID:22904,SBNO2,SNO,protein-coding,HGNC:29158,ENSG00000064932,NCBI
GENE ID:55599,RNPC3,SNRNP65,protein-coding,HGNC:18666,ENSG00000185946,NCBI
GENE ID:10713,USP39,SNRNP65,protein-coding,HGNC:20071,ENSG00000168883,NCBI
GENE ID:3181,HNRNPA2B1,SNRPB1,protein-coding,HGNC:5033,ENSG00000122566,NCBI
GENE ID:6628,SNRPB,SNRPB1,protein-coding,HGNC:11153,ENSG00000125835,NCBI
GENE ID:10818,FRS2,SNT1,protein-coding,HGNC:16971,ENSG00000166225,NCBI
GENE ID:6640,SNTA1,SNT1,protein-coding,HGNC:11167,ENSG00000101400,NCBI
GENE ID:6641,SNTB1,SNT2,protein-coding,HGNC:11168,ENSG00000172164,NCBI
GENE ID:10817,FRS3,SNT2,protein-coding,HGNC:16970,ENSG00000137218,NCBI
GENE ID:64921,CASD1,SOAT,protein-coding,HGNC:16014,ENSG00000127995,NCBI
GENE ID:345274,SLC10A6,SOAT,protein-coding,HGNC:30603,ENSG00000145283,NCBI
GENE ID:6646,SOAT1,SOAT,protein-coding,HGNC:11177,ENSG00000057252,NCBI
GENE ID:4956,ODF1,SODF,protein-coding,HGNC:8113,ENSG00000155087,NCBI
GENE ID:135927,LLCFC1,SOF1,protein-coding,HGNC:21750,ENSG00000165131,NCBI
GENE ID:55701,ARHGEF40,SOLO,protein-coding,HGNC:25516,ENSG00000165801,NCBI
GENE ID:6742,SSBP1,SOSS-B1,protein-coding,HGNC:11317,ENSG00000106028,NCBI
GENE ID:79035,NABP2,SOSS-B1,protein-coding,HGNC:28412,ENSG00000139579,NCBI
GENE ID:23635,SSBP2,SOSS-B2,protein-coding,HGNC:15831,ENSG00000145687,NCBI
GENE ID:64859,NABP1,SOSS-B2,protein-coding,HGNC:26232,ENSG00000173559,NCBI
GENE ID:653509,SFTPA1,SP-A,protein-coding,HGNC:10798,ENSG00000122852,NCBI
GENE ID:729238,SFTPA2,SP-A,protein-coding,HGNC:10799,ENSG00000185303,NCBI
GENE ID:5669,PSG1,SP1,protein-coding,HGNC:9514,ENSG00000231924,NCBI
GENE ID:199699,DAND5,SP1,protein-coding,HGNC:26780,ENSG00000179284,NCBI
GENE ID:53340,SPA17,SP17,protein-coding,HGNC:11210,ENSG00000064199,NCBI
GENE ID:84692,CCDC54,SP17,protein-coding,HGNC:30703,ENSG00000138483,NCBI
GENE ID:653509,SFTPA1,SPA1,protein-coding,HGNC:10798,ENSG00000122852,NCBI
GENE ID:6494,SIPA1,SPA1,protein-coding,HGNC:10885,ENSG00000213445,NCBI
GENE ID:728712,SPANXA2,SPANX,protein-coding,HGNC:14328,ENSG00000203926,NCBI
GENE ID:30014,SPANXA1,SPANX,protein-coding,HGNC:11218,ENSG00000198021,NCBI
GENE ID:30014,SPANXA1,SPANX-A,protein-coding,HGNC:11218,ENSG00000198021,NCBI
GENE ID:728712,SPANXA2,SPANX-A,protein-coding,HGNC:14328,ENSG00000203926,NCBI
GENE ID:64663,SPANXC,SPANX-C,protein-coding,HGNC:14331,ENSG00000198573,NCBI
GENE ID:64648,SPANXD,SPANX-C,protein-coding,HGNC:14332,ENSG00000196406,NCBI
GENE ID:728712,SPANXA2,SPANX-C,protein-coding,HGNC:14328,ENSG00000203926,NCBI
GENE ID:64648,SPANXD,SPANX-E,protein-coding,HGNC:14332,ENSG00000196406,NCBI
GENE ID:64663,SPANXC,SPANX-E,protein-coding,HGNC:14331,ENSG00000198573,NCBI
GENE ID:728712,SPANXA2,SPANXC,protein-coding,HGNC:14328,ENSG00000203926,NCBI
GENE ID:64648,SPANXD,SPANXC,protein-coding,HGNC:14332,ENSG00000196406,NCBI
GENE ID:64663,SPANXC,SPANXE,protein-coding,HGNC:14331,ENSG00000198573,NCBI
GENE ID:64648,SPANXD,SPANXE,protein-coding,HGNC:14332,ENSG00000196406,NCBI
GENE ID:79368,FCRL2,SPAP1,protein-coding,HGNC:14875,ENSG00000132704,NCBI
GENE ID:100505741,SPATA1,SPAP1,protein-coding,HGNC:14682,ENSG00000122432,NCBI
GENE ID:24140,FTSJ1,SPB1,protein-coding,HGNC:13254,ENSG00000068438,NCBI
GENE ID:117246,FTSJ3,SPB1,protein-coding,HGNC:17136,ENSG00000108592,NCBI
GENE ID:5045,FURIN,SPC1,protein-coding,HGNC:8568,ENSG00000140564,NCBI
GENE ID:28972,SPCS1,SPC1,protein-coding,HGNC:23401,ENSG00000114902,NCBI
GENE ID:60559,SPCS3,SPC3,protein-coding,HGNC:26212,ENSG00000129128,NCBI
GENE ID:5122,PCSK1,SPC3,protein-coding,HGNC:8743,ENSG00000175426,NCBI
GENE ID:9159,PCSK7,SPC7,protein-coding,HGNC:8748,ENSG00000160613,NCBI
GENE ID:9895,TECPR2,SPG49,protein-coding,HGNC:19957,ENSG00000196663,NCBI
GENE ID:113612,CYP2U1,SPG49,protein-coding,HGNC:20582,ENSG00000155016,NCBI
GENE ID:317761,C14orf39,SPGF52,protein-coding,HGNC:19849,ENSG00000179008,NCBI
GENE ID:286464,CFAP47,SPGF52,protein-coding,HGNC:26708,ENSG00000165164,NCBI
GENE ID:286,ANK1,SPH1,protein-coding,HGNC:492,ENSG00000029534,NCBI
GENE ID:286,ANK1,SPH2,protein-coding,HGNC:492,ENSG00000029534,NCBI
GENE ID:6710,SPTB,SPH2,protein-coding,HGNC:11274,ENSG00000070182,NCBI
GENE ID:2969,GTF2I,SPIN,protein-coding,HGNC:4659,ENSG00000263001,NCBI
GENE ID:10927,SPIN1,SPIN,protein-coding,HGNC:11243,ENSG00000106723,NCBI
GENE ID:8189,SYMPK,SPK,protein-coding,HGNC:22935,ENSG00000125755,NCBI
GENE ID:55872,PBK,SPK,protein-coding,HGNC:18282,ENSG00000168078,NCBI
GENE ID:8399,PLA2G10,SPLA2,protein-coding,HGNC:9029,ENSG00000069764,NCBI
GENE ID:10522,DEAF1,SPN,protein-coding,HGNC:14677,ENSG00000177030,NCBI
GENE ID:4025,LPO,SPO,protein-coding,HGNC:6678,ENSG00000167419,NCBI
GENE ID:132204,SYNPR,SPO,protein-coding,HGNC:16507,ENSG00000163630,NCBI
GENE ID:130367,SGPP2,SPP2,protein-coding,HGNC:19953,ENSG00000163082,NCBI
GENE ID:79794,SPRING1,SPRING,protein-coding,HGNC:26128,ENSG00000111412,NCBI
GENE ID:114088,TRIM9,SPRING,protein-coding,HGNC:16288,ENSG00000100505,NCBI
GENE ID:6698,SPRR1A,SPRK,protein-coding,HGNC:11259,ENSG00000169474,NCBI
GENE ID:4296,MAP3K11,SPRK,protein-coding,HGNC:6850,ENSG00000173327,NCBI
GENE ID:9496,TBX4,SPS,protein-coding,HGNC:11603,ENSG00000121075,NCBI
GENE ID:22929,SEPHS1,SPS,protein-coding,HGNC:19685,ENSG00000086475,NCBI
GENE ID:23590,PDSS1,SPS,protein-coding,HGNC:17759,ENSG00000148459,NCBI
GENE ID:6723,SRM,SPS1,protein-coding,HGNC:11296,ENSG00000116649,NCBI
GENE ID:22929,SEPHS1,SPS1,protein-coding,HGNC:19685,ENSG00000086475,NCBI
GENE ID:9517,SPTLC2,SPT2,protein-coding,HGNC:11278,ENSG00000100596,NCBI
GENE ID:55304,SPTLC3,SPT3,protein-coding,HGNC:16253,ENSG00000172296,NCBI
GENE ID:8464,SUPT3H,SPT3,protein-coding,HGNC:11466,ENSG00000196284,NCBI
GENE ID:80763,SPX,SPX1,protein-coding,HGNC:28139,ENSG00000134548,NCBI
GENE ID:54020,SLC37A1,SPX1,protein-coding,HGNC:11024,ENSG00000160190,NCBI
GENE ID:6344,SCTR,SR,protein-coding,HGNC:10608,ENSG00000080293,NCBI
GENE ID:6623,SNCG,SR,protein-coding,HGNC:11141,ENSG00000173267,NCBI
GENE ID:4481,MSR1,SRA,protein-coding,HGNC:7376,ENSG00000038945,NCBI
GENE ID:10011,SRA1,SRA,protein-coding,HGNC:11281,ENSG00000213523,NCBI
GENE ID:10307,APBB3,SRA,protein-coding,HGNC:20708,ENSG00000113108,NCBI
GENE ID:10523,CHERP,SRA1,protein-coding,HGNC:16930,ENSG00000085872,NCBI
GENE ID:6662,SOX9,SRA1,protein-coding,HGNC:11204,ENSG00000125398,NCBI
GENE ID:23191,CYFIP1,SRA1,protein-coding,HGNC:13759,ENSG00000273749,NCBI
GENE ID:58506,SCAF1,SRA1,protein-coding,HGNC:30403,ENSG00000126461,NCBI
GENE ID:112464,CAVIN3,SRBC,protein-coding,HGNC:9400,ENSG00000170955,NCBI
GENE ID:914,CD2,SRBC,protein-coding,HGNC:1639,ENSG00000116824,NCBI
GENE ID:6714,SRC,SRC1,protein-coding,HGNC:11283,ENSG00000197122,NCBI
GENE ID:8648,NCOA1,SRC1,protein-coding,HGNC:7668,ENSG00000084676,NCBI
GENE ID:10499,NCOA2,SRC2,protein-coding,HGNC:7669,ENSG00000140396,NCBI
GENE ID:2268,FGR,SRC2,protein-coding,HGNC:3697,ENSG00000000938,NCBI
GENE ID:6199,RPS6KB2,SRK,protein-coding,HGNC:10437,ENSG00000175634,NCBI
GENE ID:7535,ZAP70,SRK,protein-coding,HGNC:12858,ENSG00000115085,NCBI
GENE ID:3839,KPNA3,SRP1,protein-coding,HGNC:6396,ENSG00000102753,NCBI
GENE ID:3836,KPNA1,SRP1,protein-coding,HGNC:6394,ENSG00000114030,NCBI
GENE ID:6430,SRSF5,SRP40,protein-coding,HGNC:10787,ENSG00000100650,NCBI
GENE ID:347717,SRP68P3,SRPSMCR,pseudo,HGNC:30428,ENSG00000237911,NCBI
GENE ID:252841,SRP68P1,SRPSMCR,pseudo,HGNC:30427,ENSG00000266129,NCBI
GENE ID:252840,SRP68P2,SRPSMCR,pseudo,HGNC:30426,ENSG00000227689,NCBI
GENE ID:2994,GYPB,SS,protein-coding,HGNC:4703,ENSG00000250361,NCBI
GENE ID:2222,FDFT1,SS,protein-coding,HGNC:3629,ENSG00000079459,NCBI
GENE ID:6473,SHOX,SS,protein-coding,HGNC:10853,ENSG00000292354,NCBI
GENE ID:811,CALR,SSA,protein-coding,HGNC:1455,ENSG00000179218,NCBI
GENE ID:6737,TRIM21,SSA,protein-coding,HGNC:11312,ENSG00000132109,NCBI
GENE ID:8639,AOC3,SSAO,protein-coding,HGNC:550,ENSG00000131471,NCBI
GENE ID:314,AOC2,SSAO,protein-coding,HGNC:549,ENSG00000131480,NCBI
GENE ID:79035,NABP2,SSB1,protein-coding,HGNC:28412,ENSG00000139579,NCBI
GENE ID:80176,SPSB1,SSB1,protein-coding,HGNC:30628,ENSG00000171621,NCBI
GENE ID:84727,SPSB2,SSB2,protein-coding,HGNC:29522,ENSG00000111671,NCBI
GENE ID:64859,NABP1,SSB2,protein-coding,HGNC:26232,ENSG00000173559,NCBI
GENE ID:366,AQP9,SSC1,protein-coding,HGNC:643,ENSG00000103569,NCBI
GENE ID:56342,PPAN,SSF-1,protein-coding,HGNC:9227,ENSG00000130810,NCBI
GENE ID:56342,PPAN,SSF1,protein-coding,HGNC:9227,ENSG00000130810,NCBI
GENE ID:692312,PPAN-P2RY11,SSF1,protein-coding,HGNC:33526,ENSG00000243207,NCBI
GENE ID:6331,SCN5A,SSS1,protein-coding,HGNC:10593,ENSG00000183873,NCBI
GENE ID:23480,SEC61G,SSS1,protein-coding,HGNC:18277,ENSG00000132432,NCBI
GENE ID:6751,SSTR1,SST1,protein-coding,HGNC:11330,ENSG00000139874,NCBI
GENE ID:6750,SST,SST1,protein-coding,HGNC:11329,ENSG00000157005,NCBI
GENE ID:6752,SSTR2,SST2,protein-coding,HGNC:11331,ENSG00000180616,NCBI
GENE ID:1325,CORT,SST2,protein-coding,HGNC:2257,ENSG00000241563,NCBI
GENE ID:6753,SSTR3,SST3,protein-coding,HGNC:11332,ENSG00000278195,NCBI
GENE ID:25992,SNED1,SST3,protein-coding,HGNC:24696,ENSG00000162804,NCBI
GENE ID:6757,SSX2,SSX,protein-coding,HGNC:11336,ENSG00000241476,NCBI
GENE ID:727837,SSX2B,SSX,protein-coding,HGNC:22263,ENSG00000268447,NCBI
GENE ID:445329,SULT1A4,ST1A3,protein-coding,HGNC:30004,ENSG00000213648,NCBI
GENE ID:6818,SULT1A3,ST1A3,protein-coding,HGNC:11455,ENSG00000261052,NCBI
GENE ID:6817,SULT1A1,ST1A3,protein-coding,HGNC:11453,ENSG00000196502,NCBI
GENE ID:100526830,SLX1A-SULT1A3,ST1A3,ncRNA,HGNC:44437,ENSG00000213599,NCBI
GENE ID:445329,SULT1A4,ST1A3/ST1A4,protein-coding,HGNC:30004,ENSG00000213648,NCBI
GENE ID:6818,SULT1A3,ST1A3/ST1A4,protein-coding,HGNC:11455,ENSG00000261052,NCBI
GENE ID:6818,SULT1A3,ST1A4,protein-coding,HGNC:11455,ENSG00000261052,NCBI
GENE ID:445329,SULT1A4,ST1A4,protein-coding,HGNC:30004,ENSG00000213648,NCBI
GENE ID:6822,SULT2A1,ST2,protein-coding,HGNC:11458,ENSG00000105398,NCBI
GENE ID:27111,SDCBP2,ST2,protein-coding,HGNC:15756,ENSG00000125775,NCBI
GENE ID:9173,IL1RL1,ST2,protein-coding,HGNC:5998,ENSG00000115602,NCBI
GENE ID:6487,ST3GAL3,ST3GALII,protein-coding,HGNC:10866,ENSG00000126091,NCBI
GENE ID:6483,ST3GAL2,ST3GALII,protein-coding,HGNC:10863,ENSG00000157350,NCBI
GENE ID:6484,ST3GAL4,ST3GalA.2,protein-coding,HGNC:10864,ENSG00000110080,NCBI
GENE ID:6483,ST3GAL2,ST3GalA.2,protein-coding,HGNC:10863,ENSG00000157350,NCBI
GENE ID:29967,LRP12,ST7,protein-coding,HGNC:31708,ENSG00000147650,NCBI
GENE ID:93655,ST7-OT3,ST7,ncRNA,HGNC:16045,ENSG00000004866,NCBI
GENE ID:442578,STAG3L3,STAG3L1,pseudo,HGNC:33845,ENSG00000290832,NCBI
GENE ID:442582,STAG3L2,STAG3L1,pseudo,HGNC:33886,,NCBI
GENE ID:442578,STAG3L3,STAG3L2,pseudo,HGNC:33845,ENSG00000290832,NCBI
GENE ID:54441,STAG3L1,STAG3L2,pseudo,HGNC:33852,ENSG00000290951,NCBI
GENE ID:54441,STAG3L1,STAG3L3,pseudo,HGNC:33852,ENSG00000290951,NCBI
GENE ID:442582,STAG3L2,STAG3L3,pseudo,HGNC:33886,,NCBI
GENE ID:114757,CYGB,STAP,protein-coding,HGNC:16505,ENSG00000161544,NCBI
GENE ID:83449,PMFBP1,STAP,protein-coding,HGNC:17728,ENSG00000118557,NCBI
GENE ID:283316,CD163L1,STAR,protein-coding,HGNC:30375,ENSG00000177675,NCBI
GENE ID:2984,GUCY2C,STAR,protein-coding,HGNC:4688,ENSG00000070019,NCBI
GENE ID:6776,STAT5A,STAT5,protein-coding,HGNC:11366,ENSG00000126561,NCBI
GENE ID:6777,STAT5B,STAT5,protein-coding,HGNC:11367,ENSG00000173757,NCBI
GENE ID:6822,SULT2A1,STD,protein-coding,HGNC:11458,ENSG00000105398,NCBI
GENE ID:7535,ZAP70,STD,protein-coding,HGNC:12858,ENSG00000115085,NCBI
GENE ID:24144,TFIP11,STIP,protein-coding,HGNC:17165,ENSG00000100109,NCBI
GENE ID:64168,NECAB1,STIP-1,protein-coding,HGNC:20983,ENSG00000123119,NCBI
GENE ID:24144,TFIP11,STIP-1,protein-coding,HGNC:17165,ENSG00000100109,NCBI
GENE ID:2322,FLT3,STK1,protein-coding,HGNC:3765,ENSG00000122025,NCBI
GENE ID:1022,CDK7,STK1,protein-coding,HGNC:1778,ENSG00000134058,NCBI
GENE ID:6787,NEK4,STK2,protein-coding,HGNC:11399,ENSG00000114904,NCBI
GENE ID:9748,SLK,STK2,protein-coding,HGNC:11088,ENSG00000065613,NCBI
GENE ID:83942,TSSK1B,STK22D,protein-coding,HGNC:14968,ENSG00000212122,NCBI
GENE ID:81629,TSSK3,STK22D,protein-coding,HGNC:15473,ENSG00000162526,NCBI
GENE ID:6790,AURKA,STK7,protein-coding,HGNC:11393,ENSG00000087586,NCBI
GENE ID:5586,PKN2,STK7,protein-coding,HGNC:9406,ENSG00000065243,NCBI
GENE ID:6818,SULT1A3,STM,protein-coding,HGNC:11455,ENSG00000261052,NCBI
GENE ID:445329,SULT1A4,STM,protein-coding,HGNC:30004,ENSG00000213648,NCBI
GENE ID:100526830,SLX1A-SULT1A3,STM,ncRNA,HGNC:44437,ENSG00000213599,NCBI
GENE ID:6817,SULT1A1,STP,protein-coding,HGNC:11453,ENSG00000196502,NCBI
GENE ID:9322,TRIP10,STP,protein-coding,HGNC:12304,ENSG00000125733,NCBI
GENE ID:8553,BHLHE40,STRA13,protein-coding,HGNC:1046,ENSG00000134107,NCBI
GENE ID:201254,CENPX,STRA13,protein-coding,HGNC:11422,ENSG00000169689,NCBI
GENE ID:153443,SRFBP1,STRAP,protein-coding,HGNC:26333,ENSG00000151304,NCBI
GENE ID:64240,ABCG5,STSL,protein-coding,HGNC:13886,ENSG00000138075,NCBI
GENE ID:64241,ABCG8,STSL,protein-coding,HGNC:13887,ENSG00000143921,NCBI
GENE ID:23545,ATP6V0A2,STV1,protein-coding,HGNC:18481,ENSG00000185344,NCBI
GENE ID:50617,ATP6V0A4,STV1,protein-coding,HGNC:866,ENSG00000105929,NCBI
GENE ID:8128,ST8SIA2,STX,protein-coding,HGNC:10870,ENSG00000140557,NCBI
GENE ID:441461,STX17-DT,STX17-AS1,ncRNA,HGNC:51174,ENSG00000271086,NCBI
GENE ID:100996569,NAMA,STX17-AS1,ncRNA,HGNC:42408,ENSG00000271086,NCBI
GENE ID:256435,ST6GALNAC3,STY,protein-coding,HGNC:19343,ENSG00000184005,NCBI
GENE ID:1195,CLK1,STY,protein-coding,HGNC:2068,ENSG00000013441,NCBI
GENE ID:6616,SNAP25,SUP,protein-coding,HGNC:11132,ENSG00000132639,NCBI
GENE ID:9709,HERPUD1,SUP,protein-coding,HGNC:13744,ENSG00000051108,NCBI
GENE ID:10060,ABCC9,SUR2,protein-coding,HGNC:60,ENSG00000069431,NCBI
GENE ID:9439,MED23,SUR2,protein-coding,HGNC:2372,ENSG00000112282,NCBI
GENE ID:115111,SLC26A7,SUT2,protein-coding,HGNC:14467,ENSG00000147606,NCBI
GENE ID:79882,ZC3H14,SUT2,protein-coding,HGNC:20509,ENSG00000100722,NCBI
GENE ID:6433,SFSWAP,SWAP,protein-coding,HGNC:10790,ENSG00000061936,NCBI
GENE ID:50618,ITSN2,SWAP,protein-coding,HGNC:6184,ENSG00000198399,NCBI
GENE ID:728505,WDR82P1,SWD2,pseudo,HGNC:32447,,NCBI
GENE ID:80335,WDR82,SWD2,protein-coding,HGNC:28826,ENSG00000164091,NCBI
GENE ID:6594,SMARCA1,SWI2,protein-coding,HGNC:11097,ENSG00000102038,NCBI
GENE ID:6595,SMARCA2,SWI2,protein-coding,HGNC:11098,ENSG00000080503,NCBI
GENE ID:6597,SMARCA4,SWI2,protein-coding,HGNC:11100,ENSG00000127616,NCBI
GENE ID:3977,LIFR,SWS,protein-coding,HGNC:6597,ENSG00000113594,NCBI
GENE ID:2776,GNAQ,SWS,protein-coding,HGNC:4390,ENSG00000156052,NCBI
GENE ID:125150,ZSWIM7,SWS1,protein-coding,HGNC:26993,ENSG00000214941,NCBI
GENE ID:79180,EFHD2,SWS1,protein-coding,HGNC:28670,ENSG00000142634,NCBI
GENE ID:7502,XIC,SXI1,other,HGNC:12809,,NCBI
GENE ID:7503,XIST,SXI1,ncRNA,HGNC:12810,ENSG00000229807,NCBI
GENE ID:9241,NOG,SYM1,protein-coding,HGNC:7866,ENSG00000183691,NCBI
GENE ID:4358,MPV17,SYM1,protein-coding,HGNC:7224,ENSG00000115204,NCBI
GENE ID:23336,SYNM,SYN,protein-coding,HGNC:24466,ENSG00000182253,NCBI
GENE ID:2534,FYN,SYN,protein-coding,HGNC:4037,ENSG00000010810,NCBI
GENE ID:6804,STX1A,SYN1A,protein-coding,HGNC:11433,ENSG00000106089,NCBI
GENE ID:6853,SYN1,SYN1a,protein-coding,HGNC:11494,ENSG00000008056,NCBI
GENE ID:6857,SYT1,SYT,protein-coding,HGNC:11509,ENSG00000067715,NCBI
GENE ID:6760,SS18,SYT,protein-coding,HGNC:11340,ENSG00000141380,NCBI
GENE ID:83851,SYT16,SYT14L,protein-coding,HGNC:23142,ENSG00000139973,NCBI
GENE ID:401135,SYT14P1,SYT14L,pseudo,HGNC:33429,,NCBI
GENE ID:56681,SAR1A,Sara,protein-coding,HGNC:10534,ENSG00000079332,NCBI
GENE ID:6414,SELENOP,SeP,protein-coding,HGNC:10751,ENSG00000250722,NCBI
GENE ID:7869,SEMA3B,SemA,protein-coding,HGNC:10724,ENSG00000012171,NCBI
GENE ID:54437,SEMA5B,SemG,protein-coding,HGNC:10737,ENSG00000082684,NCBI
GENE ID:23064,SETX,Sen1,protein-coding,HGNC:445,ENSG00000107290,NCBI
GENE ID:54938,SARS2,SerRS,protein-coding,HGNC:17697,ENSG00000104835,NCBI
GENE ID:90507,SCRN2,Ses2,protein-coding,HGNC:30381,ENSG00000141295,NCBI
GENE ID:150368,PHETA2,Ses2,protein-coding,HGNC:27161,ENSG00000177096,NCBI
GENE ID:7857,SCG2,SgII,protein-coding,HGNC:10575,ENSG00000171951,NCBI
GENE ID:101929450,LINC02099,Slt,ncRNA,HGNC:52953,ENSG00000253490,NCBI
GENE ID:6613,SUMO2,Smt3A,protein-coding,HGNC:11125,ENSG00000188612,NCBI
GENE ID:6612,SUMO3,Smt3B,protein-coding,HGNC:11124,ENSG00000184900,NCBI
GENE ID:55206,SBNO1,Sno,protein-coding,HGNC:22973,ENSG00000139697,NCBI
GENE ID:25879,DCAF13,Sof1,protein-coding,HGNC:24535,ENSG00000164934,NCBI
GENE ID:91404,SESTD1,Solo,protein-coding,HGNC:18379,ENSG00000187231,NCBI
GENE ID:6611,SMS,SpS,protein-coding,HGNC:11123,ENSG00000102172,NCBI
GENE ID:57082,KNL1,Spc7,protein-coding,HGNC:24054,ENSG00000137812,NCBI
GENE ID:9627,SNCAIP,Sph1,protein-coding,HGNC:11139,ENSG00000064692,NCBI
GENE ID:84687,PPP1R9B,Spn,protein-coding,HGNC:9298,ENSG00000108819,NCBI
GENE ID:27238,GPKOW,Spp2,protein-coding,HGNC:30677,ENSG00000068394,NCBI
GENE ID:144108,SPTY2D1,Spt2,protein-coding,HGNC:26818,ENSG00000179119,NCBI
GENE ID:9221,NOLC1,Srp40,protein-coding,HGNC:15608,ENSG00000166197,NCBI
GENE ID:64834,ELOVL1,Ssc1,protein-coding,HGNC:14418,ENSG00000066322,NCBI
GENE ID:692312,PPAN-P2RY11,Ssf-1,protein-coding,HGNC:33526,ENSG00000243207,NCBI
GENE ID:55250,ELP2,StIP,protein-coding,HGNC:18248,ENSG00000134759,NCBI
GENE ID:91875,TTC5,Strap,protein-coding,HGNC:19274,ENSG00000136319,NCBI
GENE ID:10312,TCIRG1,Stv1,protein-coding,HGNC:11647,ENSG00000110719,NCBI
GENE ID:535,ATP6V0A1,Stv1,protein-coding,HGNC:865,ENSG00000033627,NCBI
GENE ID:90007,MIDN,Stx,protein-coding,HGNC:16298,ENSG00000167470,NCBI
GENE ID:83696,TRAPPC9,T1,protein-coding,HGNC:30832,ENSG00000167632,NCBI
GENE ID:9173,IL1RL1,T1,protein-coding,HGNC:5998,ENSG00000115602,NCBI
GENE ID:921,CD5,T1,protein-coding,HGNC:1685,ENSG00000110448,NCBI
GENE ID:291,SLC25A4,T1,protein-coding,HGNC:10990,ENSG00000151729,NCBI
GENE ID:10449,ACAA2,T1,protein-coding,HGNC:83,ENSG00000167315,NCBI
GENE ID:38,ACAT1,T2,protein-coding,HGNC:93,ENSG00000075239,NCBI
GENE ID:292,SLC25A5,T2,protein-coding,HGNC:10991,ENSG00000005022,NCBI
GENE ID:4760,NEUROD1,T2D,protein-coding,HGNC:7762,ENSG00000162992,NCBI
GENE ID:6928,HNF1B,T2D,protein-coding,HGNC:11630,ENSG00000275410,NCBI
GENE ID:259295,TAS2R20,T2R56,protein-coding,HGNC:19109,ENSG00000255837,NCBI
GENE ID:338398,TAS2R60,T2R56,protein-coding,HGNC:20639,ENSG00000185899,NCBI
GENE ID:909,CD1A,T6,protein-coding,HGNC:1634,ENSG00000158477,NCBI
GENE ID:154754,PRSS3P2,T6,pseudo,HGNC:43788,,NCBI
GENE ID:92610,TIFA,T6BP,protein-coding,HGNC:19075,ENSG00000145365,NCBI
GENE ID:8887,TAX1BP1,T6BP,protein-coding,HGNC:11575,ENSG00000106052,NCBI
GENE ID:7037,TFRC,T9,protein-coding,HGNC:11763,ENSG00000072274,NCBI
GENE ID:5646,PRSS3,T9,protein-coding,HGNC:9486,ENSG00000010438,NCBI
GENE ID:3490,IGFBP7,TAF,protein-coding,HGNC:5476,ENSG00000163453,NCBI
GENE ID:129685,TAF8,TAF,protein-coding,HGNC:17300,ENSG00000137413,NCBI
GENE ID:6881,TAF10,TAF2A,protein-coding,HGNC:11543,ENSG00000166337,NCBI
GENE ID:6872,TAF1,TAF2A,protein-coding,HGNC:11535,ENSG00000147133,NCBI
GENE ID:493913,PAPPA-AS1,TAF2C2,ncRNA,HGNC:35152,ENSG00000256040,NCBI
GENE ID:6875,TAF4B,TAF2C2,protein-coding,HGNC:11538,ENSG00000141384,NCBI
GENE ID:493913,PAPPA-AS1,TAFII105,ncRNA,HGNC:35152,ENSG00000256040,NCBI
GENE ID:6875,TAF4B,TAFII105,protein-coding,HGNC:11538,ENSG00000141384,NCBI
GENE ID:404663,LINC01194,TAG,ncRNA,HGNC:37171,ENSG00000248131,NCBI
GENE ID:79618,HMBOX1,TAH1,protein-coding,HGNC:26137,ENSG00000147421,NCBI
GENE ID:7182,NR2C2,TAK1,protein-coding,HGNC:7972,ENSG00000177463,NCBI
GENE ID:6885,MAP3K7,TAK1,protein-coding,HGNC:6859,ENSG00000135341,NCBI
GENE ID:389932,AKR1C6P,TAKR,pseudo,HGNC:44680,ENSG00000304775,NCBI
GENE ID:83592,AKR1E2,TAKR,protein-coding,HGNC:23437,ENSG00000165568,NCBI
GENE ID:6888,TALDO1,TAL,protein-coding,HGNC:11559,ENSG00000177156,NCBI
GENE ID:90678,LRSAM1,TAL,protein-coding,HGNC:25135,ENSG00000148356,NCBI
GENE ID:6889,TALDO1P1,TAL-H,pseudo,HGNC:11560,,NCBI
GENE ID:6888,TALDO1,TAL-H,protein-coding,HGNC:11559,ENSG00000177156,NCBI
GENE ID:4851,NOTCH1,TAN1,protein-coding,HGNC:7881,ENSG00000148400,NCBI
GENE ID:375056,MIA3,TANGO,protein-coding,HGNC:24008,ENSG00000154305,NCBI
GENE ID:405,ARNT,TANGO,protein-coding,HGNC:700,ENSG00000143437,NCBI
GENE ID:9344,TAOK2,TAO1,protein-coding,HGNC:16835,ENSG00000149930,NCBI
GENE ID:57551,TAOK1,TAO1,protein-coding,HGNC:29259,ENSG00000160551,NCBI
GENE ID:2317,FLNB,TAP,protein-coding,HGNC:3755,ENSG00000136068,NCBI
GENE ID:23541,SEC14L2,TAP,protein-coding,HGNC:10699,ENSG00000100003,NCBI
GENE ID:10482,NXF1,TAP,protein-coding,HGNC:8071,ENSG00000162231,NCBI
GENE ID:8615,USO1,TAP,protein-coding,HGNC:30904,ENSG00000138768,NCBI
GENE ID:10397,NDRG1,TARG1,protein-coding,HGNC:7679,ENSG00000104419,NCBI
